motion_file,primary_label,secondary_label,top_level_label,descriptions
00582_annotations.json,walkingTurnToLeft,,walkingTurn,"[""Subject walks in a quarter circle counterclockwise."", ""a person walks forwards performing a quarter circle""]"
00583_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person walks to the left."", ""A human walks in a circle""]"
00584_annotations.json,runningForward,,running,"[""A person sprints a short distance, then stops."", ""a person runs forwards"", ""A person is running."", ""A person runs."", ""Somebody is running forward""]"
00585_annotations.json,runningForward,,running,"[""A human sprints three steps forward""]"
00586_annotations.json,runningForward,,running,"[""human runs forward hasty"", ""A person runs a few meters straight forward"", ""A person is running, then stops abruptly."", ""A person runs and comes to a full stop.""]"
00587_annotations.json,runningForward,,running,"[""A person runs."", ""a person runs straight forward"", ""a human is slowing down while running""]"
00588_annotations.json,runningForward,,running,"[""A human running forwards""]"
00589_annotations.json,runningForward,,running,"[""A person is running forwards very fast."", ""Someone is running fast forward."", ""A person sprints forward.""]"
00590_annotations.json,runningForward,,running,"[""Person running forwards"", ""A person runs forward"", ""A human is running and is leaning backwards at the end."", ""A person runs."", ""The human is running""]"
00591_annotations.json,runningForward,,running,"[""A person runs."", ""A person running energetically."", ""A person is running forward."", ""A person runs forward.""]"
00592_annotations.json,runningForward,,running,"[""human runs furiously"", ""A person runs."", ""A person runs."", ""a person jogs some meters"", ""The human is running"", ""a person runs forward""]"
00593_annotations.json,runningForward,,running,"[""A person runs at a moderate speed."", ""A person is running forward."", ""A person is running with a little steplength."", ""a person runs forwards"", ""The human is running""]"
00594_annotations.json,exercisingSquats,,exercisingSquats,"[""Person doing squads"", ""A person performs a squat"", ""A person performs two successive squats."", ""A human performs two squats with his arms extended forward"", ""A person performs a squat with the feet together, and performs another squat with the feet distance being wider."", ""a person does some squad exercises"", ""someone squats and then steps one of his foot a little aside and make another squats"", ""Someone does two squats.""]"
00595_annotations.json,exercisingSquats,,exercisingSquats,"[""A human performs a squat."", ""Someone does two squats."", ""a man is doing squats""]"
00596_annotations.json,exercisingSquats,,exercisingSquats,"[""A person performs a squat"", ""human does knee bends"", ""a person does a squad execise"", ""A person performs one squat.""]"
00597_annotations.json,exercisingSquats,,exercisingSquats,"[""A person bends ts knees."", ""A person performs one squat.""]"
00598_annotations.json,exercisingSquats,,exercisingSquats,"[""A person stretches their arms out and performs a single squat."", ""A person does some squad exercises""]"
00599_annotations.json,exercisingSquats,,exercisingSquats,"[""A person doing a squat."", ""a person performs a squad exercise"", ""A person performs a single squat."", ""A person does a squat."", ""Someone is doing a squat."", ""a man does a squat""]"
00600_annotations.json,exercisingCartwheel,,exercisingCartwheel,"[""A human performing a handspring"", ""A person turns a wheel."", ""cartwheel starting with left leg"", ""A human does a cartwheel"", ""A person turns a cartwheel."", ""a person does a cartwheel"", ""A human does a cartwheel"", ""Somebody turns a wheel.""]"
00601_annotations.json,exercisingCartwheel,,exercisingCartwheel,"[""A human is performing a cartwheel."", ""A person does a cartwheel.""]"
00602_annotations.json,exercisingHandstand,,exercisingHandstand,"[""A person makes a handstand."", ""A person performs a hand stand."", ""Someone is doing a handstand.""]"
00603_annotations.json,exercisingHandstand,,exercisingHandstand,"[""A person doing a handstand""]"
00604_annotations.json,exercisingHandstand,,exercisingHandstand,"[""Person doing a handstand"", ""A person performs a handstand"", ""someone makes a handstand."", ""a human goes into a handstand position, and comes back on his feet."", ""Someone does a handstand.""]"
00605_annotations.json,exercisingHandstand,,exercisingHandstand,"[""a person makes a hand stand""]"
00606_annotations.json,exercisingHandstand,,exercisingHandstand,"[""Subject does a handstand."", ""A human performs a handstand and then ends up where it started."", ""a person performs a handstand"", ""The human perfoms a handstand"", ""Somebody does a handstand.""]"
00607_annotations.json,kickingByRightLeg,,kicking,"[""A person kicks with the right foot.""]"
00608_annotations.json,kickingByRightLeg,,kicking,"[""A person performs a sidekick with the right foot."", ""a person kicks something with its right foot""]"
00609_annotations.json,kickingByRightLeg,,kicking,"[""a person performs a high kick with his right foot"", ""a man gives a high-kick""]"
00610_annotations.json,kickingByRightLeg,,kicking,"[""Someone kicks highly with his right leg."", ""a person kicks something with its right foot"", ""The human kicks with his right foot"", ""A person performs a high kick""]"
00611_annotations.json,kickingByRightLeg,,kicking,"[""human performs a high kick with right leg"", ""A human performs a front kick to the head with the right foot"", ""a person kicks something in front of it with its right foot""]"
00612_annotations.json,kickingByRightLeg,,kicking,"[""A person makes a step forward and then performs a high kick with their right leg."", ""a person performs a push kick with his right foot""]"
00613_annotations.json,walkingForwardSlow,,walking,"[""A person walks very slowly and carefully"", ""human slowly goes forward starting with right"", ""A person walks slowly 4 steps forward.""]"
00614_annotations.json,walkingForwardSlow,,walking,"[""A human slowly walks forwards then stops."", ""A person takes five steps forward on a straight line."", ""A person walks some meters forward"", ""Someone walks slowly straight on""]"
00615_annotations.json,walkingForwardSlow,,walking,"[""Lookig at his feet, a human goes circa 1.5 meters forward."", ""A person is walking slowly"", ""A person is slowly walking forward."", ""A person walks very slowly."", ""Somebody walks slowly.""]"
00616_annotations.json,walkingForwardSlow,,walking,"[""A person slowly walks 4 steps forward."", ""A standing person starts walking slowly forward 4 steps before he stands still again.""]"
00617_annotations.json,walkingForwardSlow,,walking,"[""A person walks forwards slowly, hips swaying."", ""A person walks four steps in the forward direction.""]"
00618_annotations.json,walkingForwardSlow,,walking,"[""A person walking slowly forwards for a few steps"", ""someone start walking slowly and stops in a while.""]"
00619_annotations.json,walkingForwardSlow,,walking,"[""A human walking slowly forwards"", ""A person walks slowly."", ""A human goes slowly 4 steps forward.""]"
00620_annotations.json,walkingForwardSlow,,walking,"[""A person slowly walking forwards for a few steps"", ""The human walks very slowly""]"
00621_annotations.json,walkingForwardSlow,,walking,"[""A person slowly walking a few steps forwardd."", ""A human is slowly moving forward"", ""A person slowly walks 4 steps forward."", ""a person walks forwards slowly"", ""a persons takes 4 cautious steps"", ""Someone slowly walks forward.""]"
00622_annotations.json,walkingForward,,walking,"[""a person walks forward"", ""a person walks forwards quite slow""]"
00623_annotations.json,walkingForward,,walking,"[""A person is tipping forward and start walking before falling over."", ""A person is walking forward a few steps."", ""A person walks straight""]"
00624_annotations.json,walkingForward,,walking,"[""A person walks forward 4 steps.""]"
00625_annotations.json,walkingForward,,walking,"[""Person walks and then stops."", ""a person walks forwards""]"
00626_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward."", ""Someone walks forwards.""]"
00627_annotations.json,walkingForward,,walking,"[""A person walks forward fast.""]"
00628_annotations.json,walkingForward,,walking,"[""A human walking forwards""]"
00629_annotations.json,walkingForward,,walking,"[""a person walks a few steps forward""]"
00630_annotations.json,walkingForward,,walking,"[""A person walks forwards."", ""A person takes 4 steps forward""]"
00631_annotations.json,walkingForward,,walking,"[""a person wals straight on and then stops"", ""The human walks slowly"", ""human goes forward""]"
00632_annotations.json,walkingForward,,walking,"[""a person walks forward""]"
00633_annotations.json,walkingForward,,walking,"[""A person walks 4 big steps to the forward direction."", ""a person walks forwards quite fast""]"
00634_annotations.json,walkingForwardFast,,walking,"[""A person walks forward in a hurry"", ""Someone is walking forward 4 steps a bit faster and is starting with the right leg."", ""A person walks fast."", ""The human is running"", ""A person is walking fast""]"
00635_annotations.json,walkingForwardFast,,walking,"[""a person takes a few quick steps forward"", ""a person moves forward very quickly"", ""The human walks fast""]"
00636_annotations.json,walkingForwardFast,,walking,"[""A person makes 4 big steps forward."", ""a person walks forwards quite fast""]"
00637_annotations.json,walkingForwardFast,,walking,"[""A person walks forwards energetically."", ""A person walks with big steps."", ""a person walks forwards quite fast""]"
00638_annotations.json,walkingForwardFast,,walking,"[""Someone walks forward very fast."", ""A person walks fast forward."", ""Somebody walks without stable posture.""]"
00639_annotations.json,walkingForwardFast,,walking,"[""a person is walking quickly forward.""]"
00640_annotations.json,walkingForwardFast,,walking,"[""A person walks 5 steps forwad from standing position."", ""Someone is walking fast for 4 steps starting with the right leg."", ""a person walks forward very quickly"", ""A person leans forwards and walks and then stops."", ""A person walks forward after he leans in the direction he is facing and stops walking at the end."", ""a person leans forward and then takes to few steps""]"
00641_annotations.json,walkingForwardFast,,walking,"[""A person walks fast."", ""Someone is walking fast in forward direction making 5 steps starting with the right leg."", ""a person walks forward quite fast""]"
00642_annotations.json,walkingForwardFast,,walking,"[""A person walks fast forward.""]"
00643_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""A person walking fowards, then turning on the left foot and walking back."", ""a person walks forward takes a 180 degree turn to the left and keeps on walking"", ""A Person takes to steps, performs a 180 degree turn and takes another two steps""]"
00644_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks in the forward direction then turns around by 180 degrees and walks forward again.""]"
00645_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""the person is little bit walking to the front and then suddenly making a sharp turn to the back"", ""a person walks forward and turn 180 degress to the left and keeps on walking"", ""A person turning on the tip of their right foot"", ""Somebody turns anticlockwise.""]"
00646_annotations.json,walkingTurn180,,walkingTurn,"[""Someone walks two steps, turns and walks back."", ""A person turns on his left foot.""]"
00647_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""A persons walks and then does a U-turn on the spot"", ""A person turns on his left foot."", ""a person walks forward takes a 180 degree turn to the left and walks some more steps""]"
00648_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""The subject ist starting with his right leg, does two steps, turns around and walks two steps back."", ""A person walks 2 steps forward, turns on left foot 180 degrees and walks again two steps to the start position."", ""A human goes 2 steps forward, then turns away anticlockwise and goes back."", ""A person takes two steps forwards, turn around 180\u00b0 and goes back to the start position.""]"
00649_annotations.json,walkingTurn,,walkingTurn,"[""A person turns around while walking"", ""Someone walks forward and turn 180 degree and walks forward""]"
00650_annotations.json,raisingHands,,raisingHands,"[""A person raises both arms like jumping jack."", ""someone lifts his arm over his head."", ""Somebody raises his hands in form of a circle""]"
00651_annotations.json,waving,,waving,"[""A person stretch his body"", ""A human claps his hands above his head"", ""a person waves with his both arms""]"
00652_annotations.json,jumpingJack,,jumpingJack,"[""A person does a single jumping-jack."", ""A human is performing one jumping jack"", ""A person performs one jumping jack.""]"
00653_annotations.json,jumpingJack,,jumpingJack,"[""A person perfoms a jumping-jack motion."", ""Someone is doing one jumping jack."", ""a person does some jumping jacks"", ""A human is performing one jumping jack"", ""Somebody jumps like a jumping jack.""]"
00654_annotations.json,pointingByRightHand,,pointingHand,"[""A person points to the sky using their right arm then lowers it back down."", ""A person salutes with his right hand."", ""A person is doing a pointing gesture with their right arm"", ""a person points to something which is in front of it and higher from the ground with its right hand""]"
00655_annotations.json,raisingRightHand,,raisingHands,"[""A person lifts the right arm straight into the air in a angle of about 100 degree between arm and right leg."", ""A human rises his right arm"", ""A person reaches for something with their right hand."", ""The human lifts his right arm"", ""a person points in front of him with his right hand""]"
00656_annotations.json,shakingHands,,shakingHands,"[""Someone shakes hands"", ""a person shakes anothers person's hand with its right hand"", ""A person makes a motion as if shaking hands with another person."", ""human performs a motion which resembles shaking hands"", ""Someone is shaking hands.""]"
00657_annotations.json,shakingHands,,shakingHands,"[""Someone shakes hands."", ""Someone is shaking hands using his right hand."", ""The human lifts his right arm"", ""someone try to weigh something.""]"
00658_annotations.json,waving,,waving,"[""the person is waving the right hand"", ""a person waves with its right hand""]"
00659_annotations.json,waving,,waving,"[""A person waves his right hand.""]"
00660_annotations.json,playingDrums,,playingDrums,"[""a persons drums"", ""A person pats the space in front of him twice with both hands."", ""Somebody knocks on something with his hands.""]"
00661_annotations.json,playingDrums,,playingDrums,"[""A person doing a drumming movement"", ""a person performs the an action with its two hands""]"
00662_annotations.json,imitatingChicken,,imitatingChicken,"[""A person wiggles their arms."", ""A person flutters with his arms."", ""a person does the chicken moves"", ""A person waves their arms like a chicken"", ""human performs the chicken dance""]"
00663_annotations.json,imitatingChicken,,imitatingChicken,"[""A human impersonates a chicken flapping its wings."", ""Someone imitates a chicken"", ""A human is wagging its arms like a \""chicken\"""", ""A person moves his hands to his chest and moves his elbows up and down several times."", ""a person does the chicken moves"", ""human performs a chicken dance"", ""A person squats while doing a chicken wing motion with his arms.""]"
00664_annotations.json,dancingEgyptian,,dancing,"[""A person performs the egyptian walk with the hands."", ""A person is dancing."", ""A human points his finger to an object. First right hand finger. Second left hand finger""]"
00665_annotations.json,dancingEgyptian,,dancing,"[""A person dances a weird dance"", ""A person performs the Egyptian move, first with the right hand front, then with the left hand front.""]"
00666_annotations.json,walkingForward,,walking,"[""A person walks forward very carefully"", ""A person moves 5 steps foreward."", ""A human walks slowly 4 steps forward on one line starting with its right foot.""]"
00667_annotations.json,walkingForward,,walking,"[""Subject walks forward."", ""A person walks 4 steps forward."", ""a person walks forwards quite slow"", ""The human walks slowly""]"
00668_annotations.json,walkingForwardSlow,,walking,"[""A person walks forward"", ""A person slowly and cautiously goes 5 steps forward."", ""a person walks forward quite slow""]"
00669_annotations.json,walkingForwardSlow,,walking,"[""Someone slowly walks forward."", ""A human walks forward."", ""A human very slowly walks a few steps forward""]"
00670_annotations.json,walkingForward,,walking,"[""A person walks 4 steps to the forward direction.""]"
00671_annotations.json,walkingForwardSlow,,walking,"[""A person walks forward slowly.""]"
00672_annotations.json,walkingForward,,walking,"[""A person walks forwards cautiously.."", ""Somebody walks comfortable.""]"
00673_annotations.json,walkingForward,,walking,"[""A person walks forwards four steps."", ""a person walks straight forward"", ""A human walks slowly 4 steps on one line."", ""A human is walking a few steps""]"
00674_annotations.json,walkingForward,,walking,"[""a person stand and then starts to walk forward"", ""Someone strolls for four steps.""]"
00675_annotations.json,walkingForwardSlow,,walking,"[""A person walks forward very slowly and carefully."", ""a person walks forwards quite slowly""]"
00676_annotations.json,playingGuitar,,playingGuitar,"[""The human plays air guitar and sways."", ""a person plays the guitar with its right hand"", ""A person plays an instrument.""]"
00677_annotations.json,playingGuitar,,playingGuitar,"[""A person plays the air guitar""]"
00678_annotations.json,walkingForward,,walking,"[""A person walks forward.""]"
00679_annotations.json,walkingForward,,walking,"[""human goes forward starting with right"", ""A person walks a few steps."", ""a person walks forwards""]"
00680_annotations.json,walkingForward,,walking,"[""Person walking forwards"", ""A person walks forward."", ""someone walks straight on"", ""A person takes 4 steps forward"", ""a person takes 5 steps forward starting with his right foot"", ""A person walkes forward.""]"
00681_annotations.json,walkingForward,,walking,"[""Person standing and then walking a few steps"", ""Someone walks forward"", ""a person walks forwards quite slowly"", ""A person stands still, then takes 5 steps."", ""A person walks 5 steps forward""]"
00682_annotations.json,walkingForward,,walking,"[""a person walks forward""]"
00683_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward.""]"
00684_annotations.json,walkingForward,,walking,"[""Person walking forwards a few steps"", ""Someone walks forward""]"
00685_annotations.json,walkingForward,,walking,"[""human walks about five steps forward starting with the right leg"", ""A person walks without a hurry."", ""A human moves 4 steps forward at a normal pace."", ""a person walks forwards""]"
00686_annotations.json,walkingForward,,walking,"[""A person walks a few steps, then halts""]"
00687_annotations.json,walkingForward,,walking,"[""A human walking forwards"", ""a person walks forward""]"
00688_annotations.json,walkingForwardSlow,,walking,"[""a human walks slowly""]"
00689_annotations.json,walkingForwardSlow,,walking,"[""A person walks forward at slow speed."", ""Starting with the right leg someone is doing 6 steps forward very slowly."", ""a man is walking carefully""]"
00690_annotations.json,punching,,punching,"[""A person punches five times, beginning with the left hand and ending with the left hand."", ""A person punches alternatively in front of him.""]"
00691_annotations.json,walkingForward,,walking,"[""A person walks fast 4 steps forward.""]"
00692_annotations.json,walkingForward,,walking,"[""A persons walks fast straightforward"", ""A person is walking forward."", ""A person walks fast."", ""a person walks forward a few steps""]"
00693_annotations.json,walkingForward,,walking,"[""A person walks four steps and stops."", ""A person walks four quick steps to the forward direction.""]"
00694_annotations.json,walkingForward,,walking,"[""A human walking forward""]"
00695_annotations.json,walkingForward,,walking,"[""a person walks faster and then slower."", ""a person walks forwards"", ""A person walks fast."", ""A person walking forward.""]"
00696_annotations.json,walkingForward,,walking,"[""A human walks four steps.""]"
00697_annotations.json,walkingForward,,walking,"[""A human walks with a limp in their right leg."", ""human goes forward firmly"", ""A person walks a few big steps forward."", ""A person does 4 steps forward."", ""Somebody walks straight on.""]"
00698_annotations.json,walkingForward,,walking,"[""a person walks forward""]"
00699_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward."", ""A person makes 4 steps forward.""]"
00700_annotations.json,walkingForward,,walking,"[""A persons walks forward fast."", ""Someone is walking forward 4 steps starting with the right leg."", ""a person takes 5 stes forward""]"
00701_annotations.json,pointingHand,,pointingHand,"[""A person is showing different heights with his left arm indicating above the head, at shoulder level and at hip level."", ""Someone moves his arm up then half height and down"", ""A person reaches for multiple objects."", ""a person points at 3 points with its left hand which are above it besides it and below it""]"
00702_annotations.json,pointingHand,,pointingHand,"[""A person standing and showing upwards,"", ""a person points to three points with its left hand which a over it besides it and below it"", ""A human is pointing with its right arm, to an upper location on the right side, then to the middle and down location"", ""A person moves his right hand as far right as he can first obove his head then on the height of his chest and then on the height of his hip"", ""A person is pointing with his right hand."", ""Someone points with his right hand at three different heights on the right side of his body.""]"
00703_annotations.json,runningForward,,running,"[""human runs a few steps forward"", ""An initially standing person takes a few running steps forward."", ""A person runs a few meter""]"
00704_annotations.json,runningForward,,running,"[""A person running"", ""a man is jogging""]"
00705_annotations.json,runningForward,,running,"[""the person is running forward and then stops""]"
00706_annotations.json,runningForward,,running,"[""A human running forwards"", ""a person runs forwards a few meters"", ""a human runs a few steps""]"
00707_annotations.json,runningForward,,running,"[""A person runs for a few steps"", ""Subject runs forward three steps."", ""a person jogs forwards"", ""A person runs and stops after 5 steps."", ""a person runs for 5 steps""]"
00708_annotations.json,runningForward,,running,"[""A person runs five steps and stops."", ""a person takes a few quick steps forward""]"
00709_annotations.json,runningForward,,running,"[""A person starts sprinting and then stops."", ""a person runs forwards"", ""A person starts to run and stops.""]"
00710_annotations.json,runningForward,,running,"[""A human sprints"", ""A person makes a few fast steps forward, a bit like running."", ""A person is running a few steps forward."", ""The human is running"", ""Someone starts running and then stops.""]"
00711_annotations.json,runningForward,,running,"[""the person is performing a short run"", ""A person starting to run forward for 4 steps."", ""A human starts jogging straight and slows down and stops after"", ""A person performs a few running steps from still stand and comes to rest again."", ""A person is running forward.""]"
00712_annotations.json,walkingForward,,walking,"[""A person makes six steps forward while swinging both arms forward and up."", ""A person walks with nordic walking sticks in his hands."", ""A person takes 6 steps, starting with the right foot and swings the bent arms while walking."", ""Somebody walks slowly with wide arms.""]"
00713_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""A person performs a 180\u00b0 turn clockwise with medium speed."", ""a man makes a U-turn on his left leg""]"
00714_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""A person goes two steps forward, turns around and goes back."", ""Someone is walking forward 2 steps starting with the left leg, then turning back around his right side and walking back 2 steps.""]"
00715_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""A human walks forwards, then turns around to the right and begins to walk the other way, then stops."", ""A person walks forward two steps, turns 180 degree on the right foot and walks again two steps."", ""A human makes 2 steps forward on one line, turns on its right foot and walks back to the spot where it started."", ""A person makes a sharp turn.""]"
00716_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degree on the spot and walks 2 steps forward""]"
00717_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the right foot and walks again 2 steps forward."", ""A person takes two steps forward, turn around on one foot and walks back to the start position.""]"
00718_annotations.json,walkingTurn180,,walkingTurn,"[""A person moves forward in a walk, performs a u-turn and then walks back to the starting position""]"
00719_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the right foot and walks again 2 steps forward."", ""A person walks a few steps forward, then turns around and walks back again.""]"
00720_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the right foot and walks again 2 steps forward."", ""a person walks forwards a few steps then turns 180 degrees to the right and keeps walking""]"
00721_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""a person walks forward, turns around and walks back"", ""Subject walks forward spins around and walks backwards."", ""A person takes two steps forward, turns 180 degrees to the right and takes two steps back to the initial position.""]"
00722_annotations.json,walkingTurn180ToRight,,walkingTurn,"[""A person turns 180\u00b0 to the right."", ""A person takes to steps forward, turns around on one leg, then walks back to the starting point.""]"
00723_annotations.json,walkingTurn180,,walkingTurn,"[""A person walking forwards, then turning on the right foot and walking back again.""]"
00724_annotations.json,walkingTurn180,,walkingTurn,"[""A person walking forwards, then turning on the left foot and walking back again.""]"
00725_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""A person turns 180\u00b0 to the left."", ""A person walks few steps then turns 180 degrees and walks again.""]"
00726_annotations.json,walkingTurn180,,walkingTurn,"[""The human walks two steps, turns and walks another two steps.""]"
00727_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the left foot and walks again 2 steps forward.""]"
00728_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks forward, turns on the spot and walks back.""]"
00729_annotations.json,walkingTurn180,,walkingTurn,"[""human goes forward starting with right, turns around and goes back to starting position"", ""A person turns 180 degrees on his left foot.""]"
00730_annotations.json,walkingTurn180ToLeft,,walkingTurn,"[""A person walks, changes direction midway and walks back to where he came from"", ""a person walks forwards a few step the turn 180 degrees to the left and keeps walking""]"
00731_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the right foot and walks again 2 steps forward.""]"
00732_annotations.json,walkingTurn180,,walkingTurn,"[""A person walks 2 steps forward, turns 180 degrees on the left foot and walks again 2 steps forward.""]"
00733_annotations.json,walkingTurn180,,walkingTurn,"[""A person is making a sharp turn.""]"
00734_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person turn left with medium speed."", ""a person walks to the left performing a quarter circle"", ""A person walks a left curve""]"
00735_annotations.json,walkingTurnToLeft,,walkingTurn,"[""Person walking to the left"", ""human goes forward in a quater circle counterclockwise starting with left"", ""A person is turning 90 degrees to the left while walking forward.""]"
00736_annotations.json,walkingTurnToLeft,,walkingTurn,"[""The subject is doing a left turn in 4 steps."", ""a person walks forwards in a quarter circle"", ""someone makes a trun""]"
00737_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A human is making a counter-clockwise turn."", ""a person walks the left performing a quarter circle""]"
00738_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person goes to the left making four and a half steps."", ""A person walking a left curve"", ""some one turns a corner.""]"
00739_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person turns 90\u00b0 to the left with medium speed.""]"
00740_annotations.json,walkingTurnToLeft,,walkingTurn,"[""Person walking to the left"", ""human goes in a quater circle counterclockwise starting with left""]"
00741_annotations.json,walkingTurnToLeft,,walkingTurn,"[""A person appears to begin walking in a circle."", ""human goes in a quater circle counterclockwise starting with left"", ""Walking in a quarter circle to the left.""]"
00742_annotations.json,walkingForward,,walking,"[""A person walks forward with medium speed.""]"
00743_annotations.json,walkingForward,,walking,"[""A person walks forward."", ""A human goes 4 steps forward at a normal pace.""]"
00744_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward."", ""A human walking"", ""A person walks slowly 4 steps forward."", ""a person walks forwards quite slow""]"
00745_annotations.json,walkingForward,walkingForwardSlow,walking,"[""A person walks forward."", ""Person walking forces"", ""someone walks forward slowly"", ""A human walks forwards"", ""A person takes five forward steps."", ""A person walks 5 slow steps forward""]"
00746_annotations.json,walkingForward,,walking,"[""A person walks forwards and stops without moving their arms."", ""Someone walks forward"", ""A person walks forward without being in a hurry."", ""A person is walking forward.""]"
00747_annotations.json,walkingForward,,walking,"[""A person walks forward at medium speed.""]"
00748_annotations.json,walkingForward,,walking,"[""Someone walks forward"", ""A human walks a few steps forward.""]"
00749_annotations.json,walkingForward,,walking,"[""a person walks forward""]"
00750_annotations.json,walkingForward,,walking,"[""A person walks forward"", ""The human walks forwards."", ""Someone walks forward 4 steps starting with the right leg.""]"
00751_annotations.json,walkingForward,,walking,"[""A person walks forward."", ""A person is walking forward a few steps.""]"
00752_annotations.json,walkingForward,,walking,"[""A person walks forward.""]"
00753_annotations.json,walkingForward,,walking,"[""Someone walks forward""]"
00754_annotations.json,walkingForward,,walking,"[""human goes forward starting with right"", ""A person walks forward."", ""A person walks slowly forward""]"
00755_annotations.json,walkingForward,,walking,"[""A person walks forward""]"
00756_annotations.json,walkingForward,,walking,"[""Someone walks forward."", ""A person walking forwards."", ""A person walked away."", ""A person walks in a weird form"", ""A human is walking 4 steps forward, starting with its right food."", ""a person walks forwards""]"
00757_annotations.json,walkingForward,,walking,"[""A person walks four steps to the forward direction.""]"
00758_annotations.json,walkingForward,,walking,"[""A person walks forward."", ""Someone walks forward."", ""A person walks forward"", ""A person forwards to the front."", ""Person walking for a few steps"", ""walking straight foreward at a medium pace"", ""Someone is starting to walk"", ""A person walks four steps forward."", ""Someone walks about 2 meters ahead."", ""A person walks 4 steps forward."", ""a person walks forwards for some meters"", ""The human is walking slowly"", ""A person takes five relaxed steps"", ""A person is walking.""]"
00759_annotations.json,walkingForward,,walking,"[""fast walking motion"", ""Someone is walking straight forward 4 steps starting with the right leg."", ""A person makes 5 steps forward."", ""A person walks straight forward a few meters"", ""A person walks forwards."", ""A person is walking forward"", ""The human walks straight forward"", ""A person is walking forwards."", ""Somebody walks straight on.""]"
00760_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns 90\u00b0 to the right at medium speed.""]"
00761_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right"", ""A person walks a quarter circle clockwise."", ""A person turns 90 degrees to his right."", ""Somone walks a quarter circle to the right.""]"
00762_annotations.json,walkingTurnToRight,,walkingTurn,"[""Someone walks to the right.""]"
00763_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person turns right"", ""Subject walks in quarter circle clockwise.""]"
00764_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks a quarter circle clockwise with 4 steps.""]"
00765_annotations.json,walkingTurn,,walkingTurn,"[""A human walks in a quarter circle.""]"
00766_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person is walking and turning to the right"", ""human performs a bending walking movement to the right""]"
00767_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks in a 90 degree curve to the right.""]"
00768_annotations.json,walkingTurnToRight,,walkingTurn,"[""A person walks a quarter circle clockwise with 4 steps.""]"
00769_annotations.json,walkingForward,,walking,"[""A person walks 4 steps forward.""]"
00770_annotations.json,walkingForward,,walking,"[""A person walking forwards for a few steps.."", ""A person walks straight forward a few meters""]"
00771_annotations.json,walkingForward,,walking,"[""A human moves two meters forward."", ""a person walks forwards""]"
00772_annotations.json,walkingForward,,walking,"[""a person walks forward""]"
00773_annotations.json,walkingForward,,walking,"[""A person walking forwards for a few steps"", ""a person walks some meters straight forward""]"
00774_annotations.json,walkingForward,,walking,"[""Subject walks forward."", ""a person walks straight forward some steps""]"
00775_annotations.json,walkingForward,,walking,"[""the person is making a short forward walk"", ""A person makes 4 steps forward."", ""A human is walking 4 steps forward and is starting with its right foot."", ""A person takes five rather quick forward steps.""]"
00776_annotations.json,runningForward,,running,"[""A human running"", ""A person walks five quick steps forward."", ""A person walks.""]"
00777_annotations.json,walkingForward,,walking,"[""A human walks forward.""]"
00778_annotations.json,walkingForwardFast,,walking,"[""A person walking a few brisk steps"", ""a man is walking, but he is hobbling a bit beccause of his left leg""]"
00779_annotations.json,runningForward,,running,"[""A person running forward"", ""a person jogs for a few meters"", ""A person is jogging.""]"
00780_annotations.json,runningForward,,running,"[""Someone moves forward in a jog."", ""A human starts jogging, moving up its hands and stopping the jogging movement"", ""a person jogs for some meters"", ""A Person jogs a few steps.""]"
